QUOTE_UNIXTIME;QUOTE_READTIME;QUOTE_DATE;QUOTE_TIME_HOURS;UNDERLYING_LAST;EXPIRE_DATE;EXPIRE_UNIX;DTE;C_DELTA;C_GAMMA;C_VEGA;C_THETA;C_RHO;C_IV;C_VOLUME;C_LAST;C_SIZE;C_BID;C_ASK;STRIKE;P_BID;P_ASK;P_SIZE;P_LAST;P_DELTA;P_GAMMA;P_VEGA;P_THETA;P_RHO;P_IV;P_VOLUME;STRIKE_DISTANCE;STRIKE_DISTANCE_PCT;CallPutParityCriterion;C_MID;P_MID;C_BIDASKSPREAD;P_BIDASKSPREAD;YTE;calc;volume;Forward;LogMoneyness;FwdPct;LogMoneyFwdPct
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-08;1549659600;37.27;0,59091;0,00192;3,09079;-0,98447;1,32058;0,25427;20;87.95; 25 x 25;99.4;101.9;2430;59.99;61.9; 25 x 25;94.7;-0,40777;0,00196;3,09055;-1,06159;-1,11104;0,24913;23;41.8;0.02;1.000845679;100.65;60.945;2.5;1.91;0.102109589;2469.671451;43;2469.671451;-0.007032908;2479.59184;-0.008773925
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-08;1549659600;37.27;0,61045;0,00185;3,05294;-0,98003;1,35108;0,25749;1;63.2; 25 x 25;105.8;108.4;2420;56.6;58.41; 25 x 25;62.9;-0,38816;0,00193;3,05248;-1,05763;-1,05925;0,25166;177;51.8;0.02;1.000894628;107.1;57.505;2.6;1.81;0.102109589;2469.550671;178;2469.550671;-0.008802576;2469.38776;-0.008773925
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-08;1549659600;37.27;0,62833;0,00181;3,00825;-0,97156;1,37776;0,2594;1;89.8; 25 x 25;111.1;116.1;2410;53.5;55.19; 25 x 25;55.25;-0,37046;0,00184;3,00765;-1,0534;-1,00882;0,25483;2;61.8;0.03;1.001039419;113.6;54.345;5;1.69;0.102109589;2469.193473;3;2469.193473;-0.010538078;2484.53608;-0.013228265
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-08;1549659600;37.27;0,63756;0,00183;2,98434;-0,96903;1,39048;0,26037;2;74.18; 25 x 25;114.6;119.6;2405;51.91;53.6; 25 x 25;43.15;-0,36088;0,0018;2,98354;-1,04903;-0,98429;0,25566;2;66.8;0.03;1.001004158;117.1;52.755;5;1.69;0.102109589;2469.280452;4;2469.280452;-0.011455338;2479.38144;-0.013228265
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-08;1549659600;37.27;0,70345;0,00159;2,75057;-0,92352;1,46502;0,27159;2;95.88; 25 x 25;143.19;148.5;2365;40.81;42.3; 25 x 25;40.2;-0,29566;0,00166;2,74898;-1,00213;-0,80216;0,2667;2;106.8;0.04;1.001044397;145.845;41.555;5.31;1.49;0.102109589;2469.181193;4;2469.181195;-0.018721816;2463.54167;-0.017728768
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-15;1550264400;44.27;0,00408;0.00008;0,09756;-0,02116;0,0113;0,20681;5;0.26; 49 x 49;0.05;0.35;3005;527.21;540.21; 49 x 49;321.65;-1;0;-5342,39953;0;0;0.00002;1;533.2;0.22;1.00008985;0.2;533.71;0.3;13;0.121287671;2471.537932;6;2471.537932;0.084877196;3852.5641;-0.107905397
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-15;1550264400;44.27;0,00265;-0.00001;0,06181;-0,01407;0,0065;0,22319;37;3.7; 0 x 49;0;0.25;3090;611.8;624.79; 49 x 49;380;-0,99752;0;0;-0,11763;-3,80667;0.00006;4;618.2;0.25;0.999977346;0.125;618.295;0.25;12.99;0.121287671;2471.815996;41;2471.815997;0.096942341;4120;-0.124938737
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-15;1550264400;44.27;0,02387;0,00035;0,48769;-0,09566;0,06985;0,18695;1;2.13; 49 x 49;1.24;1.55;2815;339.09;352.09; 49 x 49;156.1;-0,99797;0;0;-0,11761;-3,46852;0.00009;95;343.2;0.14;1.000339254;1.395;345.59;0.31;13;0.121287671;2470.92173;96;2470.92173;0.05661941;3273.25581;-0.065501548
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-15;1550264400;44.27;0,03393;0,0005;0,66631;-0,13091;0,1016;0,18687;2;3.75; 49 x 49;2;2.3;2785;309.99;322.91; 49 x 49;220;-0,99791;0;0;-0,11826;-3,43125;0,00022;14;313.2;0.13;1.00038061;2.15;316.45;0.3;12.92;0.121287671;2470.81958;16;2470.819581;0.051984165;3201.14943;-0.060480748
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-15;1550264400;44.27;0,00421;0.00007;0,10768;-0,02269;0,01224;0,20611;13;2.9; 49 x 49;0.11;0.34;2995;517.2;530.21; 49 x 49;507.35;-1;0;-5242,40006;0;0;0,00046;80;523.2;0.21;1.000080134;0.225;523.705;0.23;13.01;0.121287671;2471.561945;93;2471.561944;0.083425327;3791.13924;-0.102372909
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-15;1550264400;44.27;0,00226;0.00005;0,06131;-0,01467;0,00673;0,22619;100;0.1; 0 x 49;0;0.25;3100;621.8;634.7; 49 x 49;321;-0,99773;0;0;-0,11805;-3,81899;0,00048;1;628.2;0.25;0.999962903;0.125;628.25;0.25;12.9;0.121287671;2471.851698;101;2471.851698;0.098339283;4133.33333;-0.124938736
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-15;1550264400;44.27;0,01155;0,00022;0,25957;-0,05195;0,03314;0,19047;13;1.2; 49 x 49;0.51;0.75;2880;403.09;416; 49 x 49;443.25;-1;0;-4092,39957;0;0;0,00049;7;408.2;0.17;1.000234375;0.63;409.545;0.24;12.91;0.121287671;2471.180817;20;2471.180817;0.066487964;3469.87952;-0.080921908
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-15;1550264400;44.27;0,03098;0,00047;0,60889;-0,12039;0,09186;0,18748;10;2.39; 49 x 49;1.76;2.05;2795;319.6;332.6; 49 x 49;333.9;-0,99832;0;0;-0,11821;-3,44308;0,00053;11;323.2;0.13;1.000341682;1.905;326.1;0.29;13;0.121287671;2470.915734;21;2470.915733;0.053523878;3212.64368;-0.060480748
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-15;1550264400;44.27;0,00412;0.00006;0,10814;-0,0227;0,01207;0,20468;4;0.12; 49 x 49;0.11;0.35;2990;512.29;525.31; 49 x 49;484.6;-0,99769;0;0;-0,1182;-3,68336;0,00062;50;518.2;0.21;1.000110368;0.23;518.8;0.24;13.02;0.121287671;2471.487227;54;2471.487227;0.082712818;3784.81013;-0.102372909
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-15;1550264400;44.27;0,00608;0.00008;0,16005;-0,03234;0,01892;0,19685;10;1.7; 49 x 49;0.2;0.5;2935;457.6;470.59; 49 x 49;333.9;-0,99774;0;0;-0,11806;-3,6165;0,00063;12;463.2;0.19;1.000172061;0.35;464.095;0.3;12.99;0.121287671;2471.334779;22;2471.33478;0.074676524;3623.45679;-0.091514981
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-15;1550264400;44.27;0,01731;0,00027;0,36799;-0,07249;0,05068;0,18896;1;0.99; 49 x 49;0.84;1.1;2845;368.5;381.5; 49 x 49;441.15;-0,99829;0;0;-0,11779;-3,50543;0,00076;23;373.2;0.15;1.00027768;0.97;375;0.26;13;0.121287671;2471.073832;24;2471.073832;0.061196549;3347.05882;-0.070581074
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-15;1550264400;44.27;0,01984;0,00034;0,42597;-0,08449;0,05924;0,18767;101;2; 49 x 49;1.05;1.3;2830;353.8;366.8; 49 x 49;142.45;-1;0;-3592,39996;0;0;0,00079;20;358.2;0.15;1.000312721;1.175;360.3;0.25;13;0.121287671;2470.987271;121;2470.98727;0.058915928;3329.41176;-0.070581074
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-15;1550264400;44.27;0,19005;0,00157;2,35685;-0,50297;0,55186;0,20083;3;24.85; 49 x 1;17.2;18;2630;175.1;181.3; 49 x 49;261;-0,82518;0,00156;2,21611;-0,55969;-2,73295;0,18764;1;158.2;0.06;1.000897338;17.6;178.2;0.8;6.2;0.121287671;2469.543983;4;2469.543984;0.027338983;2797.87234;-0.026872146
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-15;1550264400;44.27;0,63668;0,00175;3,24532;-0,86666;1,62396;0,25804;250;153.04; 49 x 49;122.9;127.7;2400;55.8;57.4; 49 x 49;41.98;-0,36146;0,00174;3,24499;-0,95493;-1,16939;0,25189;1;71.8;0.03;1.001275;125.3;56.6;4.8;1.6;0.121287671;2468.612519;251;2468.612519;-0.012241685;2474.2268;-0.013228265
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-15;1550264400;44.27;0,87119;0,00075;1,79207;-0,54018;1,52471;0,30603;1;617.55; 49 x 49;282.7;289;2200;17.4;18.2; 49 x 49;14.6;-0,12894;0,00081;1,82669;-0,62881;-0,41499;0,30282;1;271.8;0.11;1.001686364;285.85;17.8;6.3;0.8;0.121287671;2467.598731;2;2467.59873;-0.049851857;2471.91011;-0.050609993
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-15;1550264400;44.27;0,90248;0,00064;1,44404;-0,44723;1,30917;0,31811;12;330.5; 49 x 49;327.8;334.3;2150;12.9;13.59; 49 x 49;11.37;-0,09827;0,00063;1,49656;-0,53512;-0,31435;0,31566;1;321.8;0.13;1.001839535;331.05;13.245;6.5;0.69;0.121287671;2467.22146;13;2467.22146;-0.059769674;2471.26437;-0.060480748
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-15;1550264400;44.27;0,92729;0,00044;1,10668;-0,35825;0,96833;0,33355;2;725.15; 49 x 49;383.49;390.3;2090;9;9.59; 49 x 49;11.7;-0,06982;0,0005;1,15915;-0,43402;-0,22361;0,3323;4;381.8;0.15;1.001990431;386.895;9.295;6.81;0.59;0.121287671;2466.849906;6;2466.849905;-0.07199644;2458.82353;-0.070581074
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-15;1550264400;44.27;0,94203;0,00012;0,82029;-0,32358;0,35826;0,38874;4;771.7; 49 x 49;496.19;509.1;1970;4.5;5.1; 49 x 49;10.7;-0,03629;0,00026;0,68529;-0,2818;-0,11572;0,36959;4;501.8;0.2;1.00198731;502.645;4.8;12.91;0.6;0.121287671;2466.85759;8;2466.857589;-0.097677852;2462.5;-0.096910013
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,0649;0,00071;1,25791;-0,18834;0,24749;0,18387;1;8.2; 139 x 142;4.7;5.29;2760;285.9;304.2; 1 x 1;273.73;-1;0;-2892,40013;0;0;0.00003;8;288.2;0.12;1.000657609;4.995;295.05;0.59;18.3;0.15690411;2470.135617;9;2470.135617;0.048188284;3136.36364;-0.055517328
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,01309;0,00019;0,34661;-0,05165;0,0516;0,1854;1;1.2; 356 x 284;0.7;1;2910;431.19;449.4; 1 x 1;331.3;-1;0;-4392,39982;0;0;0,00014;4;438.2;0.18;1.000414089;0.85;440.295;0.3;18.21;0.15690411;2470.736894;5;2470.736895;0.071066488;3548.78049;-0.086186148
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,02248;0,0003;0,53766;-0,08026;0,08662;0,18352;3;2.55; 235 x 235;1.35;1.66;2860;382.09;400.29; 1 x 1;205.1;-1;0;-3892,40017;0;0;0,00016;1;388.2;0.16;1.000505245;1.505;391.19;0.31;18.2;0.15690411;2470.511787;4;2470.511786;0.063579103;3404.7619;-0.075720713
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,01145;0,00014;0,29543;-0,04539;0,04339;0,18742;11;6.3; 325 x 320;0.54;0.85;2930;450.91;469.1; 1 x 1;283.92;-0,99731;0;0;-0,12727;-4,65245;0,00017;46;458.2;0.19;1.000365188;0.695;460.005;0.31;18.19;0.15690411;2470.857673;57;2470.857672;0.074019891;3617.28395;-0.091514981
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,01466;0,00023;0,37836;-0,05674;0,05801;0,18491;20;2.05; 323 x 285;0.8;1.1;2900;421.29;439.49; 1 x 1;452.56;-0,99684;0;0;-0,12703;-4,60471;0,00024;2;428.2;0.17;1.000413793;0.95;430.39;0.3;18.2;0.15690411;2470.737626;22;2470.737626;0.069571369;3493.9759;-0.080921907
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,0349;0,00043;0,76133;-0,1132;0,13169;0,18286;65;4.4; 196 x 196;2.2;2.6;2820;343.09;361.3; 1 x 1;238.27;-0,99689;0;0;-0,12733;-4,4778;-0,00024;2;348.2;0.14;1.000551418;2.4;352.195;0.4;18.21;0.15690411;2470.397777;67;2470.397778;0.05748222;3279.06977;-0.065501549
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,01815;0,00023;0,45363;-0,06809;0,0714;0,18417;20;2.65; 255 x 255;1.05;1.35;2880;401.69;419.9; 1 x 1;226;-0,99731;0;0;-0,12744;-4,57298;0,00033;1;408.2;0.17;1.000470486;1.2;410.795;0.3;18.21;0.15690411;2470.597618;21;2470.597618;0.066590469;3469.87952;-0.080921908
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,00465;0,00011;0,14748;-0,02321;0,01951;0,19308;6;7.05; 282 x 282;0.2;0.41;3010;530.4;548.61; 1 x 1;306.6;-1;0;-5392,40025;0;0;0,00035;1;538.2;0.22;1.000318937;0.305;539.505;0.21;18.21;0.15690411;2470.971916;7;2470.971916;0.085698686;3858.97436;-0.107905397
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,03145;0,00034;0,69733;-0,1039;0,1192;0,18289;1;9.1; 207 x 207;1.95;2.3;2830;352.8;371; 1 x 1;155.4;-0,99698;0;0;-0,12802;-4,49392;0,0004;2;358.2;0.15;1.000542403;2.125;361.9;0.35;18.2;0.15690411;2470.420037;3;2470.420037;0.059015634;3329.41176;-0.070581074
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,00672;0,00015;0,19771;-0,03057;0,02769;0,18978;2;0.3; 326 x 282;0.3;0.55;2975;495.7;513.8; 1 x 1;186.2;-0,99723;0;0;-0,12734;-4,7246;0,00043;4;503.2;0.2;1.000364706;0.425;504.75;0.25;18.1;0.15690411;2470.858863;6;2470.858863;0.080639031;3718.75;-0.096910013
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,04765;0,00054;0,98229;-0,14657;0,18128;0,18229;6;3.23; 166 x 166;3.21;3.7;2790;314.3;332.5; 1 x 1;78.16;-1;0;-3192,39953;0;0;0,00044;6;318.2;0.13;1.000611111;3.455;323.4;0.49;18.2;0.15690411;2470.250403;12;2470.250403;0.052863224;3206.89655;-0.060480747
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,01201;0,00022;0,31239;-0,04731;0,0458;0,18771;2;0.61; 282 x 355;0.6;0.9;2925;446.2;464.39; 1 x 1;231.7;-1;0;-4542,39967;0;0;0,00048;10;453.2;0.18;1.000446154;0.75;455.295;0.3;18.19;0.15690411;2470.657707;12;2470.657706;0.07331329;3567.07317;-0.086186148
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,00212;0.00003;0,0576;-0,00897;0,00669;0,20216;1;0.93; 0 x 301;0;0.2;3125;644.71;662.9; 1 x 1;404.8;-0,99742;0;0;-0,12695;-4,96198;0,00052;1;653.2;0.26;1.0001488;0.1;653.805;0.2;18.19;0.15690411;2471.392257;2;2471.392257;0.10190834;4222.97297;-0.13076828
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,06848;0,00074;1,30641;-0,19612;0,25991;0,1836;33;46.6; 135 x 135;5;5.6;2755;281.29;299.49; 1 x 1;203.89;-1;0;-2842,4004;0;0;0,00057;1;283.2;0.12;1.000671506;5.3;290.39;0.6;18.2;0.15690411;2470.101311;34;2470.101312;0.047406837;3130.68182;-0.055517328
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,03799;0,0005;0,82774;-0,12312;0,14693;0,18261;28;3.05; 185 x 185;2.5;2.9;2810;333.7;351.79; 1 x 1;245.99;-1;0;-3392,40014;0;0;0,00079;1;338.2;0.14;1.000642349;2.7;342.745;0.4;18.09;0.15690411;2470.173287;29;2470.173287;0.055978899;3267.44186;-0.065501549
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,01037;0,00012;0,27013;-0,04131;0,03864;0,18796;1;1.99; 282 x 282;0.5;0.74;2940;460.79;478.99; 1 x 1;360.06;-1;0;-4692,40025;0;0;0,00079;1;468.2;0.19;1.00035034;0.62;469.89;0.24;18.2;0.15690411;2470.894347;2;2470.894347;0.075493155;3629.62963;-0.091514981
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,08802;0,00085;1,57659;-0,23773;0,33189;0,18506;32;15.5; 125 x 115;6.79;7.5;2730;258.3;276.5; 1 x 1;181.67;-0,9639;0,00053;0,73182;-0,20953;-4,20735;0,13852;2;258.2;0.1;1.000738095;7.145;267.4;0.71;18.2;0.15690411;2469.936951;34;2469.936952;0.04347678;3033.33333;-0.04575749
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,09221;0,00092;1,64004;-0,2485;0,34986;0,1851;8;15.3; 113 x 113;7.3;8.01;2725;253.7;272; 1 x 1;240;-0,95756;0,00059;0,84525;-0,2247;-4,17379;0,14183;4;253.2;0.1;1.000717431;7.655;262.85;0.71;18.3;0.15690411;2469.987954;12;2469.987954;0.042671671;3027.77778;-0.045757491
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,1297;0,00116;2,08186;-0,32077;0,48602;0,18828;2;9.7; 79 x 79;11.2;12.09;2690;225.89;238.1; 1 x 1;313.79;-0,90811;0,00105;1,58921;-0,33419;-3,93102;0,15961;8;218.2;0.09;1.000784387;11.645;231.995;0.89;12.21;0.15690411;2469.822704;10;2469.822703;0.037086502;2956.04396;-0.040958608
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,13534;0,00115;2,15105;-0,33267;0,50931;0,18953;3;8.77; 75 x 77;11.89;12.91;2685;221.61;233.79; 1 x 1;116.6;-0,9008;0,00104;1,68436;-0,34888;-3,89504;0,16163;5;213.2;0.09;1.000767225;12.4;227.7;1.02;12.18;0.15690411;2469.865057;8;2469.865058;0.036271064;2950.54945;-0.040958608
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,15513;0,00129;2,35406;-0,36787;0,58172;0,19172;1;24.98; 63 x 63;14.29;15.3;2670;209;221.3; 1 x 1;259.2;-0,87617;0,00118;1,97374;-0,3958;-3,78202;0,16744;1;198.2;0.08;1.000792135;14.795;215.15;1.01;12.3;0.15690411;2469.803583;2;2469.803582;0.033848845;2902.17391;-0.036212172
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,16252;0,00128;2,42016;-0,37971;0,60674;0,1919;12;29.2; 60 x 60;15.1;16.2;2665;204.9;217.2; 1 x 1;93.6;-0,86792;0,00128;2,06788;-0,41216;-3,74345;0,16929;31;193.2;0.08;1.000810507;15.65;211.05;1.1;12.3;0.15690411;2469.758245;43;2469.758244;0.03304277;2896.73913;-0.036212173
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,16916;0,0013;2,48757;-0,39113;0,63168;0,19311;1;18.65; 58 x 57;16;17.11;2660;200.9;213.21; 1 x 1;258.5;-0,85953;0,0013;2,16363;-0,42813;-3,70208;0,17105;1;188.2;0.08;1.000849624;16.555;207.055;1.11;12.31;0.15690411;2469.661716;2;2469.661716;0.032244167;2891.30435;-0.036212173
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,19105;0,0014;2,68863;-0,42719;0,71324;0,19479;2;12.45; 50 x 49;19;20.2;2645;188.8;201.1; 1 x 1;83.9;-0,83426;0,00142;2,41708;-0,47043;-3,58613;0,17487;7;173.2;0.07;1.000797732;19.6;194.95;1.2;12.3;0.15690411;2469.789771;9;2469.78977;0.029765689;2844.08602;-0.031517051
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,25837;0,0016;3,18205;-0,52416;0,94975;0,20225;126;47.9; 34 x 34;29.1;30.5;2605;159.4;171.6; 1 x 1;124.55;-0,75901;0,00169;3,04631;-0,58847;-3,24111;0,18699;7;133.2;0.05;1.000944338;29.8;165.5;1.4;12.2;0.15690411;2469.428026;133;2469.428025;0.023211355;2742.10526;-0.022276394
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,28572;0,00166;3,3429;-0,55756;1,04384;0,2059;4;28; 31 x 31;33.7;35.3;2590;149.2;161.4; 1 x 1;198.4;-0,72856;0,00173;3,2409;-0,62823;-3,10775;0,19099;7;118.2;0.05;1.000988417;34.5;155.3;1.6;12.2;0.15690411;2469.319283;11;2469.319283;0.020722516;2726.31579;-0.022276395
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,33184;0,00176;3,57183;-0,61069;1,20359;0,21105;1;24.65; 1 x 1;39.69;47.3;2565;133.4;145.6; 1 x 1;180.5;-0,67792;0,0018;3,51197;-0,68895;-2,88177;0,19808;135;93.2;0.04;1.001077973;43.495;139.5;7.61;12.2;0.15690411;2469.098379;136;2469.098379;0.016548975;2671.875;-0.017728767
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,34168;0,00177;3,60955;-0,62043;1,2351;0,2121;13;40.2; 1 x 1;41.6;49.2;2560;130.2;142.41; 1 x 1;192.6;-0,66808;0,00185;3,55602;-0,69778;-2,83885;0,19921;1;88.2;0.04;1.001041016;45.4;136.305;7.6;12.21;0.15690411;2469.189535;14;2469.189534;0.015685538;2666.66667;-0.017728768
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,46449;0,00178;3,9036;-0,71342;1,62187;0,22741;35;81.5; 1 x 1;71.6;79.2;2495;97.7;105.4; 1 x 1;181.5;-0,53787;0,00191;3,89794;-0,80032;-2,27351;0,21652;63;23.2;0.01;1.001166333;75.4;101.55;7.6;7.7;0.15690411;2468.880464;98;2468.880463;0.004570487;2520.20202;-0.004364805
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,48249;0,00175;3,91503;-0,72195;1,67563;0,23006;11;64.7; 1 x 1;76.9;84.5;2485;93;100.7; 1 x 1;133.2;-0,51954;0,00183;3,91242;-0,80835;-2,19187;0,21886;6;13.2;0.01;1.001171026;80.7;96.85;7.6;7.7;0.15690411;2468.86889;17;2468.86889;0.002828366;2510.10101;-0.004364805
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,58586;0,00167;3,82437;-0,74207;1,94519;0,2452;2;135.01; 1 x 1;112.5;120.2;2425;69.09;76.8; 1 x 1;73.82;-0,41219;0,00171;3,82554;-0,83038;-1,73395;0,23543;117;46.8;0.02;1.001383505;116.35;72.945;7.7;7.71;0.15690411;2468.345032;119;2468.345032;-0.007694124;2474.4898;-0.008773925
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,63318;0,00149;3,6948;-0,73492;2,04157;0,25185;100;88.63; 1 x 1;130.31;142.4;2395;59.2;66.9; 1 x 1;91.5;-0,36432;0,00158;3,69308;-0,82183;-1,53107;0,24273;11;76.8;0.03;1.001442589;136.355;63.05;12.09;7.7;0.15690411;2468.199403;111;2468.199403;-0.013074725;2469.07216;-0.013228265
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,6474;0,00154;3,6415;-0,7288;2,06832;0,25458;1;301.55; 1 x 1;137.2;149.29;2385;56.21;63.91; 1 x 1;88.95;-0,34964;0,0015;3,63926;-0,81677;-1,46704;0,24534;1;86.8;0.04;1.001498952;143.245;60.06;12.09;7.7;0.15690411;2468.060496;2;2468.060496;-0.014867417;2484.375;-0.017728767
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,66905;0,00149;3,55409;-0,71877;2,10296;0,25846;1;169.6; 1 x 1;147.8;159.9;2370;51.79;59.5; 1 x 1;45.8;-0,32815;0,00148;3,55054;-0,80542;-1,37484;0,24909;14;101.8;0.04;1.0015;153.85;55.645;12.1;7.71;0.15690411;2468.057913;15;2468.057913;-0.017607;2468.75;-0.017728767
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,68964;0,0014;3,45954;-0,70677;2,12961;0,2614;1;101.55; 1 x 1;158.7;170.8;2355;47.79;55.5; 1 x 1;74.2;-0,30664;0,00138;3,45503;-0,7936;-1,28753;0,25199;3;116.8;0.05;1.001552017;164.75;51.645;12.1;7.71;0.15690411;2467.929731;4;2467.929731;-0.020341878;2478.94737;-0.022276395
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,79838;0,00106;2,74755;-0,59676;2,1348;0,28466;36;186.3; 1 x 1;233.6;245.69;2260;30.9;32.3; 36 x 36;30.3;-0,19803;0,00103;2,74125;-0,67618;-0,82906;0,27505;1;211.8;0.09;1.001643805;239.645;31.6;12.09;1.4;0.15690411;2467.703576;37;2467.703577;-0.038184551;2483.51648;-0.040958607
1546439410; 2019-01-02 09:30; 2019-01-02;9.5;2471.76; 2019-02-28;1551387600;57.27;0,81298;0,00097;2,61405;-0,56809;2,1086;0,28628;35;197.4; 1 x 1;242.7;260.79;2245;28.51;29.79; 38 x 38;40.8;-0,18467;0,00099;2,62226;-0,65319;-0,77061;0,27786;38;226.8;0.09;1.001855234;251.745;29.15;18.09;1.28;0.15690411;2467.182799;73;2467.182799;-0.040984983;2467.03297;-0.040958608
